"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @broderick: OK, I finally saw Shang-Chi. https://t.co/ebCAcAH1w9",FALSE,0,NA,2021-11-21 07:24:14,FALSE,NA,"1462320936330399751",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JanusKaisar",22,TRUE,FALSE,NA,NA
"2","I'M SHANG-CHI, B*TCH! https://t.co/VjsbWEIUhu",FALSE,0,NA,2021-11-21 07:24:00,FALSE,NA,"1462320876318167045",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kittyjardenil",0,FALSE,FALSE,NA,NA
"3","@LengskiElizalde Shang-Chi fever https://t.co/ocDviPRPr6",FALSE,0,"LengskiElizalde",2021-11-21 07:23:17,FALSE,NA,"1462320698245140485","2761624387","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LesterAmbil",0,FALSE,FALSE,NA,NA
"4","RT @SimuLiu: Shang-Chi and the Legend of the Ten Rings on Disney+ Friday!

Check out this exclusive screenshot. If you look reaallllly clos…",FALSE,0,NA,2021-11-21 07:23:15,FALSE,NA,"1462320690699374610",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ur1milkiway2",11893,TRUE,FALSE,NA,NA
"5","@Inelonwetrust__ @TacosandTeslas Also the actor portraying Shang-Chi’s dad, Tony Leung, is a famous Hong Kong actor… https://t.co/CMDThgHpyD",FALSE,0,"TeslaJoy",2021-11-21 07:22:51,TRUE,"1462319562708246531","1462320586919608320","1092885761328701440","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TeslaJoy",0,FALSE,FALSE,NA,NA
"6","@nefiveli At all! And now it’s looking like she’s gonna be working side by side with Shang-Chi? No thanks.",FALSE,0,"nefiveli",2021-11-21 07:22:06,FALSE,"1462319972076728321","1462320399115509761","1273686988659425280","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PYTSUPREMACIST",0,FALSE,FALSE,NA,NA
"7","RT @MCUPerfectGifs: Shang-Chi (2021) https://t.co/NyI1JoEW9x",FALSE,0,NA,2021-11-21 07:20:57,FALSE,NA,"1462320111763734529",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Gindor8",166,TRUE,FALSE,NA,NA
"8","@SoyFedelobo Shang-chi esta muy buena, bueno al menos a mi me encanto 😍",FALSE,0,"SoyFedelobo",2021-11-21 07:20:42,FALSE,"1462224327013801986","1462320046013759490","243851501","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ginnavi1",0,FALSE,FALSE,NA,NA
"9","@halcyonfeature Shang-Chi was just... so freaking good! 🥰",FALSE,0,"halcyonfeature",2021-11-21 07:20:40,FALSE,"1462253053751537672","1462320038883561472","1279887828151873537","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RelentlessRyan",0,FALSE,FALSE,NA,NA
"10","RT @comfortfbrie: brie larson in shang-chi  https://t.co/iD8UAD75tO",FALSE,0,NA,2021-11-21 07:19:56,FALSE,NA,"1462319854879330305",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GwensVariant",471,TRUE,FALSE,NA,NA
"11","RT @CBMshots: Shang-Chi and The Legend of The Ten Rings https://t.co/78loXypTAZ",FALSE,0,NA,2021-11-21 07:19:46,FALSE,NA,"1462319813062107139",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ItsSkyking",281,TRUE,FALSE,NA,NA
"12","I was very late but Shang-Chi was fucking amazing! And I am so excited to see this next phase unfold ❤️",FALSE,0,NA,2021-11-21 07:18:34,FALSE,NA,"1462319509914759174",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","supimsamii",0,FALSE,FALSE,NA,NA
"13","Shang-Chi was sooooooo good! https://t.co/cdEsmrPqXE",FALSE,1,NA,2021-11-21 07:18:03,FALSE,NA,"1462319379186520073",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PatrickKul",0,FALSE,FALSE,NA,NA
"14","RT @MVDeepQuotes: ""ฉันจะไม่เสียเวลาวิ่งตามอะไรที่สุดท้ายจะทำฉันผิดหวัง""

- Shang-Chi and the Legend of the Ten Rings -",FALSE,0,NA,2021-11-21 07:17:54,FALSE,NA,"1462319343341957127",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","M024Thanawin",2910,TRUE,FALSE,NA,NA
"15","RT @Wirjil: You’re right, I’m not Spider-Man, I’M SHANG-CHI, BITCH!

That was definitely a spectacular monologue by Simu Liu. #SNL 
 https:…",FALSE,0,NA,2021-11-21 07:17:51,FALSE,NA,"1462319329865703428",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","timberelk",31,TRUE,FALSE,NA,NA
"16","RT @WesternU: Marvel’s first Asian superhero is also part of the @westernuAlumni family! #WesternU grad @SimuLiu stars in Shang-Chi and the…",FALSE,0,NA,2021-11-21 07:17:46,FALSE,NA,"1462319311054327811",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NftMary",15,TRUE,FALSE,NA,NA
"17","RT @CBMshots: Shang-Chi and The Legend of The Ten Rings https://t.co/78loXypTAZ",FALSE,0,NA,2021-11-21 07:17:45,FALSE,NA,"1462319305807122438",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","buckycot",281,TRUE,FALSE,NA,NA
"18","RT @that_mc: Finally watching Shang-Chi, here as a bus operator to rate the SFT transit factors of The Bus Scene:",FALSE,0,NA,2021-11-21 07:17:39,FALSE,NA,"1462319280771387397",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tensIesbiangf",12370,TRUE,FALSE,NA,NA
"19","Just watched Shang-Chi, great movie!",FALSE,0,NA,2021-11-21 07:17:24,FALSE,NA,"1462319215956963329",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zzthejimzz",0,FALSE,FALSE,NA,NA
"20","So if Shang-Chi gets a sequel, that means I have to see more of Awkwafina? 😟",FALSE,0,NA,2021-11-21 07:17:23,FALSE,NA,"1462319211007684617",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PYTSUPREMACIST",0,FALSE,FALSE,NA,NA
"21","shang-chi news turned into simu liu news so we had to unfollow",FALSE,0,NA,2021-11-21 07:17:15,FALSE,NA,"1462319177629376513",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","streamanic",0,FALSE,FALSE,NA,NA
"22","RT @DanSlott: Final thoughts on SHANG-CHI and ETERNALS...

I am in awe that I exist in a world where both Razorfist and Starfox are in majo…",FALSE,0,NA,2021-11-21 07:16:58,FALSE,NA,"1462319107542552578",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KloopJr",44,TRUE,FALSE,NA,NA
"23","RT @simuliubrasil: “I’M SHANG-CHI, BITCH!”

@SimuLiu @nbcsnl #SaturdayNightLive https://t.co/ZI9Tyk5Dqw",FALSE,0,NA,2021-11-21 07:16:43,FALSE,NA,"1462319043663306753",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nathsaucerbatch",20,TRUE,FALSE,NA,NA
"24","Ohhh btw semalam tengok Shang-Chi memang best. Story line power and action scenes pun power. Tapi aku tak paham ken… https://t.co/LfH3QfvtgZ",FALSE,0,NA,2021-11-21 07:15:52,TRUE,NA,"1462318831687196673",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nidzam_aj",0,FALSE,FALSE,NA,NA
"25","RT @MVDeepQuotes: ""ฉันจะไม่เสียเวลาวิ่งตามอะไรที่สุดท้ายจะทำฉันผิดหวัง""

- Shang-Chi and the Legend of the Ten Rings -",FALSE,0,NA,2021-11-21 07:15:45,FALSE,NA,"1462318800070578178",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","javksus_s",2910,TRUE,FALSE,NA,NA
"26","RT @ShangChiBR: “Você não é o único deus do trovão!” - Shang-Chi vs Thor.

📚: Shang-Chi (2021) #6 https://t.co/iwJrgiySIg",FALSE,0,NA,2021-11-21 07:15:35,FALSE,NA,"1462318757838213120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","doyospaces",48,TRUE,FALSE,NA,NA
"27","RT @that_mc: Finally watching Shang-Chi, here as a bus operator to rate the SFT transit factors of The Bus Scene:",FALSE,0,NA,2021-11-21 07:15:24,FALSE,NA,"1462318711424135169",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","haXXor79",12370,TRUE,FALSE,NA,NA
"28","Me watching Shang-chi it's basically me simping over Shang-chi and Katy over and over again. That's it.",FALSE,0,NA,2021-11-21 07:15:21,FALSE,NA,"1462318701491929089",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Purple_hallow",0,FALSE,FALSE,NA,NA
"29","RT @simuliubrasil: “I’M SHANG-CHI, BITCH!”

@SimuLiu @nbcsnl #SaturdayNightLive https://t.co/ZI9Tyk5Dqw",FALSE,0,NA,2021-11-21 07:14:55,FALSE,NA,"1462318591739674629",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mandysson18",20,TRUE,FALSE,NA,NA
"30","RT @mcucomfort: shang-chi and the lengend of the ten rings world premiere https://t.co/doMxUfoVc5",FALSE,0,NA,2021-11-21 07:14:28,FALSE,NA,"1462318479885881344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","just_ishia",15,TRUE,FALSE,NA,NA
"31","nao mas gente recomendo vcs assistirem shang-chi muito bom sem falar que do nada o wong apareceu lá",FALSE,0,NA,2021-11-21 07:14:15,FALSE,NA,"1462318422784724992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","doyospaces",0,FALSE,FALSE,NA,NA
"32","#SNL Got the most pettiest host of all time 🤣, this man said his #MCU movie was #1 of all #MCUMovies . this man is… https://t.co/PN5O7WOwui",FALSE,0,NA,2021-11-21 07:14:11,TRUE,NA,"1462318405889843206",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ThirdMayne",0,FALSE,FALSE,NA,NA
"33","@TriaElf9 Not gonna lie, I was all heart eyes for Shang-Chi at first, but then Xialing going full badass stole my attention 😅",FALSE,0,"TriaElf9",2021-11-21 07:13:39,FALSE,"1462317632145690625","1462318270921515008","1059233281","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jerzideva",0,FALSE,FALSE,NA,NA
"34","que BUENISIMA pelicula shang-chi dios la miraria mil veces gracias por tanto @SimuLiu 🙏❤",FALSE,0,NA,2021-11-21 07:13:27,FALSE,NA,"1462318221940383744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Avengerubio",0,FALSE,FALSE,NA,NA
"35","Simu Liu Declares He’s ‘Shang-Chi’ In Hilarious ‘SNL’ Opening Monologue — Watch - Follow @BlaBlaHollywood for more… https://t.co/bpGcbD89C0",FALSE,0,NA,2021-11-21 07:13:19,TRUE,NA,"1462318187333177344",NA,"<a href=""https://github.com/quantumdump"" rel=""nofollow"">BlaBlaHollywood</a>","BlaBlaHollywood",0,FALSE,FALSE,NA,NA
"36","@radsechrist Anime never translates well to live action. The last half of Shang-Chi is as tonally close to live act… https://t.co/qgu91Ql0Gz",FALSE,0,"radsechrist",2021-11-21 07:13:17,TRUE,"1462265429066346497","1462318179108200449","1289605385024724992","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Longleke1",0,FALSE,FALSE,NA,NA
"37","@WenRyanz @Anthony6595574 @umarsof26469672 @SimuLiu Godzilla vs Kong is the first movie crossed 400 million globall… https://t.co/zIHCZLzA5w",FALSE,0,"WenRyanz",2021-11-21 07:11:27,TRUE,"1462301054691733508","1462317717323763714","1853929530","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","q9COr4JiMpZRfCf",0,FALSE,FALSE,NA,NA
"38","RT @CBMshots: Shang-Chi and The Legend of The Ten Rings https://t.co/78loXypTAZ",FALSE,0,NA,2021-11-21 07:11:11,FALSE,NA,"1462317652202823683",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MasterOfKungfu_",281,TRUE,FALSE,NA,NA
"39","RT @CBMshots: Shang-Chi and The Legend of The Ten Rings https://t.co/78loXypTAZ",FALSE,0,NA,2021-11-21 07:11:06,FALSE,NA,"1462317629729816576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BrodieTheGuru",281,TRUE,FALSE,NA,NA
"40","Click to #win Shang-Chi and the Legend of the Ten Rings on DVD with @HeyUGuys  https://t.co/4uDAhbPKs6",FALSE,0,NA,2021-11-21 07:09:26,FALSE,NA,"1462317213713633282",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","M1chaelFisher",0,FALSE,FALSE,NA,NA
"41","RT @Bigote__: Shang-Chi y la leyenda de el anillo de Menem https://t.co/945u4YzYrY",FALSE,0,NA,2021-11-21 07:09:19,FALSE,NA,"1462317182096871437",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ArgHereford",17,TRUE,FALSE,NA,NA
"42","Shang-chi y la leyenda de los anillos queda 100% recomendada:)",FALSE,0,NA,2021-11-21 07:08:25,FALSE,NA,"1462316954195214336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YadiraAlmazanBP",0,FALSE,FALSE,NA,NA
"43","RT @mcucomfort: shang-chi and the lengend of the ten rings world premiere https://t.co/doMxUfoVc5",FALSE,0,NA,2021-11-21 07:08:23,FALSE,NA,"1462316945609351172",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","twscarletwitch",15,TRUE,FALSE,NA,NA
"44","RT @CBMshots: Shang-Chi and The Legend of The Ten Rings https://t.co/78loXypTAZ",FALSE,0,NA,2021-11-21 07:08:17,FALSE,NA,"1462316923006423044",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kiingkillmong3r",281,TRUE,FALSE,NA,NA
"45","RT @CBMshots: Shang-Chi and The Legend of The Ten Rings https://t.co/78loXypTAZ",FALSE,0,NA,2021-11-21 07:07:38,FALSE,NA,"1462316759881433093",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","88y53",281,TRUE,FALSE,NA,NA
"46","Shang-Chi is fuckin cheesy goddamn",FALSE,0,NA,2021-11-21 07:07:21,FALSE,NA,"1462316686430855168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_trunks___",0,FALSE,FALSE,NA,NA
"47","RT @MCUPerfectGifs: Shang-Chi (2021) https://t.co/NyI1JoEW9x",FALSE,0,NA,2021-11-21 07:07:14,FALSE,NA,"1462316657796272132",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","cmrnxwndnt",166,TRUE,FALSE,NA,NA
"48","Watching, rewatching, and rewatching the Shang-Chi bus scene.",FALSE,1,NA,2021-11-21 07:07:08,FALSE,NA,"1462316633146363910",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FishBlanc",0,FALSE,FALSE,NA,NA
"49","RT @MVDeepQuotes: ""ฉันจะไม่เสียเวลาวิ่งตามอะไรที่สุดท้ายจะทำฉันผิดหวัง""

- Shang-Chi and the Legend of the Ten Rings -",FALSE,0,NA,2021-11-21 07:06:52,FALSE,NA,"1462316564665946124",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TkonlaT",2910,TRUE,FALSE,NA,NA
"50","RT @CBMshots: Shang-Chi and The Legend of The Ten Rings https://t.co/78loXypTAZ",FALSE,0,NA,2021-11-21 07:06:32,FALSE,NA,"1462316483950878720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ReesRebel31",281,TRUE,FALSE,NA,NA
"51","RT @CBMshots: Shang-Chi and The Legend of The Ten Rings https://t.co/78loXypTAZ",FALSE,0,NA,2021-11-21 07:06:29,FALSE,NA,"1462316469690195973",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","starinsomniac",281,TRUE,FALSE,NA,NA
"52","Shang-Chi was so good!",FALSE,0,NA,2021-11-21 07:06:11,FALSE,NA,"1462316395493052416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","patrickg3m",0,FALSE,FALSE,NA,NA
"53","ew I forgot awkafina was in Shang-Chi",FALSE,1,NA,2021-11-21 07:05:55,FALSE,NA,"1462316326618230787",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rosemilkly",0,FALSE,FALSE,NA,NA
"54","RT @DanSlott: Have finally seen both SHANG-CHI and ETERNALS.

1/8 https://t.co/ebQIZCKKNj",FALSE,0,NA,2021-11-21 07:05:42,FALSE,NA,"1462316273375887362",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iangullo",16,TRUE,FALSE,NA,NA
"55","Just watched Shang-Chi! That muggg is raw!",FALSE,0,NA,2021-11-21 07:05:22,FALSE,NA,"1462316187291987969",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","justrymusic",0,FALSE,FALSE,NA,NA
"56","RT @MVDeepQuotes: ""ฉันจะไม่เสียเวลาวิ่งตามอะไรที่สุดท้ายจะทำฉันผิดหวัง""

- Shang-Chi and the Legend of the Ten Rings -",FALSE,0,NA,2021-11-21 07:03:56,FALSE,NA,"1462315828070649857",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BLalanena",2910,TRUE,FALSE,NA,NA
"57","RT @Wirjil: You’re right, I’m not Spider-Man, I’M SHANG-CHI, BITCH!

That was definitely a spectacular monologue by Simu Liu. #SNL 
 https:…",FALSE,0,NA,2021-11-21 07:03:00,FALSE,NA,"1462315593550352388",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","muzikscribe",31,TRUE,FALSE,NA,NA
"58","RT @Wirjil: You’re right, I’m not Spider-Man, I’M SHANG-CHI, BITCH!

That was definitely a spectacular monologue by Simu Liu. #SNL 
 https:…",FALSE,0,NA,2021-11-21 07:01:40,FALSE,NA,"1462315257834008582",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Katie_Bee__",31,TRUE,FALSE,NA,NA
"59","RT @CBMshots: Shang-Chi and The Legend of The Ten Rings https://t.co/78loXypTAZ",FALSE,0,NA,2021-11-21 07:01:25,FALSE,NA,"1462315195880071168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","worrior_spirit",281,TRUE,FALSE,NA,NA
"60","Half hour into Shang-Chi and it’s so apparent how much better it is as an overall artistic and cinematic motion pic… https://t.co/09Ffds8rPg",FALSE,0,NA,2021-11-21 07:01:07,TRUE,NA,"1462315117606023172",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Erikstotle",0,FALSE,FALSE,NA,NA
"61","@Hindu_Hammer Did you watch Shang-Chi? And what didn’t you like?",FALSE,0,"Hindu_Hammer",2021-11-21 07:00:53,FALSE,"1462314804161523716","1462315061515534344","114578069","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mignaci0",0,FALSE,FALSE,NA,NA
"62","RT @CBMshots: Shang-Chi and The Legend of The Ten Rings https://t.co/78loXypTAZ",FALSE,0,NA,2021-11-21 07:00:45,FALSE,NA,"1462315024626720773",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DorianOdinson16",281,TRUE,FALSE,NA,NA
"63","RT @Wirjil: You’re right, I’m not Spider-Man, I’M SHANG-CHI, BITCH!

That was definitely a spectacular monologue by Simu Liu. #SNL 
 https:…",FALSE,0,NA,2021-11-21 07:00:33,FALSE,NA,"1462314974513143808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","phendricks71",31,TRUE,FALSE,NA,NA
"64","RT @CBMshots: Shang-Chi and The Legend of The Ten Rings https://t.co/78loXypTAZ",FALSE,0,NA,2021-11-21 07:00:08,FALSE,NA,"1462314872041979907",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","fgs_pls",281,TRUE,FALSE,NA,NA
"65","Wow, to think the real villain of Shang-Chi was machismo",FALSE,0,NA,2021-11-21 06:59:27,FALSE,NA,"1462314701379936259",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vanessethismess",0,FALSE,FALSE,NA,NA
"66","shang-chi is pretty cool",FALSE,0,NA,2021-11-21 06:58:57,FALSE,NA,"1462314574527356928",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","reiymiiii",0,FALSE,FALSE,NA,NA
"67","RT @DanSlott: Have finally seen both SHANG-CHI and ETERNALS.

1/8 https://t.co/ebQIZCKKNj",FALSE,0,NA,2021-11-21 06:58:33,FALSE,NA,"1462314475034394628",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LonelyForrest",16,TRUE,FALSE,NA,NA
"68","btw shang-chi kostumnya ga totalitas. kirain sampe bawah kyk dibikin panjang tp motong2 di tiap sisinya gitu atau k… https://t.co/furqqB6xCe",FALSE,0,NA,2021-11-21 06:58:31,TRUE,NA,"1462314463894196224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dearestcrime",0,FALSE,FALSE,NA,NA
"69","RT @Wirjil: You’re right, I’m not Spider-Man, I’M SHANG-CHI, BITCH!

That was definitely a spectacular monologue by Simu Liu. #SNL 
 https:…",FALSE,0,NA,2021-11-21 06:58:25,FALSE,NA,"1462314439701676032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarcusLaGran",31,TRUE,FALSE,NA,NA
"70","anoche vi Shang-Chi La verdad es que ha sido un descubrimiento. Visualmente es una maravilla y su historia es preciosa. 🖤 #SHANGCHI",FALSE,0,NA,2021-11-21 06:57:56,FALSE,NA,"1462314318104510468",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nadiatargaryen",0,FALSE,FALSE,NA,NA
"71","A Meng'er Zhang no Shang-Chi parece a @renightt ✨Mema cara de que bate em homi https://t.co/todfqkXrVM",FALSE,5,NA,2021-11-21 06:57:46,FALSE,NA,"1462314277381963779",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TamuraSah",0,FALSE,FALSE,NA,NA
"72","RT @MCUPerfectGifs: Shang-Chi (2021) https://t.co/NyI1JoEW9x",FALSE,0,NA,2021-11-21 06:57:45,FALSE,NA,"1462314271036030978",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GrowlersWorld",166,TRUE,FALSE,NA,NA
"73","FIANLLY saw Shang-chi omg",FALSE,0,NA,2021-11-21 06:57:45,FALSE,NA,"1462314270130065414",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SkiDragon14",0,FALSE,FALSE,NA,NA
"74","RT @CBMshots: Shang-Chi and The Legend of The Ten Rings https://t.co/78loXypTAZ",FALSE,0,NA,2021-11-21 06:57:38,FALSE,NA,"1462314242212655111",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rizkydidi",281,TRUE,FALSE,NA,NA
"75","RT @CBMshots: Shang-Chi and The Legend of The Ten Rings https://t.co/78loXypTAZ",FALSE,0,NA,2021-11-21 06:57:29,FALSE,NA,"1462314203440680961",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GrowlersWorld",281,TRUE,FALSE,NA,NA
"76","Watched Shang-Chi finally. It’s so good",FALSE,26,NA,2021-11-21 06:57:28,FALSE,NA,"1462314200454230016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SarahDinh_",0,FALSE,FALSE,NA,NA
"77","@SimuLiu Simu Liu deserved it. I mean, Shang-Chi is the best and one of the most unique Marvel movie we've ever wit… https://t.co/sRMH4vC1xV",FALSE,0,"SimuLiu",2021-11-21 06:57:23,TRUE,"1462289882416517123","1462314180204060674","50085192","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","akshat4ytube",0,FALSE,FALSE,NA,NA
"78","RT @CBMshots: Shang-Chi and The Legend of The Ten Rings https://t.co/78loXypTAZ",FALSE,0,NA,2021-11-21 06:56:59,FALSE,NA,"1462314079847006210",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","l4verq",281,TRUE,FALSE,NA,NA
"79","RT @CBMshots: Shang-Chi and The Legend of The Ten Rings https://t.co/78loXypTAZ",FALSE,0,NA,2021-11-21 06:56:49,FALSE,NA,"1462314037958508548",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","thebokeman",281,TRUE,FALSE,NA,NA
"80","RT @CBMshots: Shang-Chi and The Legend of The Ten Rings https://t.co/78loXypTAZ",FALSE,0,NA,2021-11-21 06:56:30,FALSE,NA,"1462313956769337344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zankhana_1998",281,TRUE,FALSE,NA,NA
"81","RT @CBMshots: Shang-Chi and The Legend of The Ten Rings https://t.co/78loXypTAZ",FALSE,0,NA,2021-11-21 06:55:53,FALSE,NA,"1462313803622744066",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","songen_4",281,TRUE,FALSE,NA,NA
"82","@osborninca shang-chi",FALSE,0,"osborninca",2021-11-21 06:55:42,FALSE,"1462313190847438848","1462313754696171522","1387509709830119424","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bewithxu",0,FALSE,FALSE,NA,NA
"83","@SimuLiu Shang-Chi is the 2nd coming of fantasy martial arts from china to Western audiences after Crouching Tiger.… https://t.co/17jcjJrDsp",FALSE,0,"SimuLiu",2021-11-21 06:54:42,TRUE,"1462289882416517123","1462313504036122633","50085192","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","4krazykatz",0,FALSE,FALSE,NA,NA
"84","RT @CBMshots: Shang-Chi and The Legend of The Ten Rings https://t.co/78loXypTAZ",FALSE,0,NA,2021-11-21 06:54:24,FALSE,NA,"1462313427175620613",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GodKhonshu",281,TRUE,FALSE,NA,NA
